,RGDPCAP,CNDOVY,CDOVY,CSOVY,GPDIOVY,INF,OPHNFB,PRS85006023,PRS85006173,CE16OV,CNP16OV,FFR,AAA,BAA,TB3MS,TB10Y,URATE,DTFPU,DTFP,SPNOM,GDPDEF,NOMCD,NOMCND,NOMCS,NOMGPDI,CPTCD,CPTCND,CPTCS,CPTGPDI,RGDP,COMPNFB,CAPUTIL,PIPC,WILL5000INDFC,CREDITCMR,RCCT,RICT
1992.75,36420,16,7.8,40.7,15.8,0.674,69.444,104.213,106.751,118997,193784,3.0367,8.0233,8.87,3.07,6.74,7.3667,-0.64,0.87,423.66,71.201,2025,4161,10490,1057.962,1499,6271,17551,1274.945,9834.51,52.605,80.0059,0.672631641,11.63,3680.51,613.9440742,379.3120127
1993,36381,16,7.8,40.9,16.1,0.567,68.897,104.281,105.909,119542,194248,3.04,7.7333,8.4033,2.96,6.28,7.1333,-7.22,-5.1,442.363,71.606,2038,4166,10587,1083.829,1509,6259,17566,1305.003,9850.973,52.215,80.4322,0.669256439,12.36,3712.753,615.8060855,385.9549062
1993.25,36486,15.9,8,41,16,0.606,68.501,104.663,106.751,120290,194719,3,7.4067,8.14,2.9667,5.99,7.0667,-2.01,0.22,445.463,72.041,2108,4181,10716,1094.479,1554,6290,17601,1312.511,9908.347,52.588,80.3308,0.667458151,12.5,3754.278,619.4211879,391.6306584
1993.5,36539,15.8,8.1,41.4,15.9,0.601,68.638,104.743,106.022,120554,195259,3.06,6.8933,7.6233,3.0033,5.62,6.8,-3.69,-2.17,453.553,72.475,2135,4191,10886,1095.852,1566,6330,17745,1303.597,9955.641,52.624,80.1153,0.666734663,12.94,3776.218,626.3150057,392.8018976
1993.75,36909,15.7,8.2,41.1,16.4,0.52,68.991,104.91,105.876,121464,195794,2.99,6.8433,7.5533,3.06,5.61,6.6333,3.87,4.83,464.247,72.853,2194,4226,10987,1153.142,1598,6354,17803,1372.097,10091.049,53.009,81.029,0.665533494,13.36,3805.532,630.4506512,408.9252344
1994,37171,15.7,8.3,41.1,16.8,0.483,69.241,104.767,104.512,121930,196213,3.2133,7.16,7.8467,3.2433,6.07,6.5667,-3.68,-2.11,469.46,73.206,2245,4259,11117,1201.675,1632,6422,17901,1424.36,10188.954,52.71,81.4349,0.66614777,13.63,3880.249,636.5353598,421.9957058
1994.25,37569,15.5,8.2,40.9,17.4,0.497,69.239,105.492,104.815,122634,196693,3.94,7.9467,8.5967,3.9867,7.08,6.2,-0.83,1.13,450.987,73.571,2276,4289,11240,1264.948,1644,6454,17976,1494.411,10327.019,53.133,82.5797,0.665038423,13.11,3931.362,641.2103998,437.5537216
1994.5,37669,15.6,8.3,41,17,0.54,68.869,105.475,104.718,123687,197248,4.4867,8.1733,8.84,4.4767,7.33,6,-0.48,-1.6,460.867,73.969,2309,4357,11346,1251.749,1656,6488,18037,1469.999,10387.382,53.125,82.9695,0.6634224,13.43,3968.009,645.8312631,434.8713843
1994.75,37980,15.6,8.5,40.8,17.5,0.549,69.682,105.308,103.876,124721,197765,5.1667,8.57,9.2067,5.28,7.84,5.6333,3.13,4.37,460.003,74.376,2387,4394,11455,1307.566,1709,6537,18089,1530.476,10506.372,53.54,84.1071,0.662264708,13.47,4017.336,650.5008849,451.6406251
1995,38008,15.5,8.2,41,17.6,0.572,69.686,104.861,104.043,124955,198007,5.81,8.28,8.8767,5.7367,7.48,5.4667,1.02,-1.65,480.107,74.803,2341,4397,11584,1327.586,1670,6543,18165,1546.548,10543.644,53.858,84.0503,0.662675729,14.1,4096.855,654.3973296,451.2950842
1995.25,38033,15.5,8.2,41.4,17.1,0.439,70.025,104.298,103.911,124522,198453,6.02,7.66,8.2333,5.5967,6.62,5.6667,4.13,-0.28,523.69,75.132,2356,4422,11760,1303.988,1682,6557,18294,1514.426,10575.1,54.299,83.2002,0.659540464,15.39,4176.987,660.0001249,446.2067263
1995.5,38235,15.4,8.3,41.4,16.9,0.474,70.016,104.863,104.161,125133,199005,5.7967,7.4333,8.0533,5.3667,6.32,5.6667,0.61,1.32,565.083,75.489,2407,4433,11882,1303.248,1724,6559,18368,1505.399,10665.06,54.592,82.7625,0.65668212,16.88,4210.259,664.1450191,449.2747353
1995.75,38389,15.3,8.4,41.5,17.1,0.492,70.458,104.823,104.093,125088,199508,5.72,6.9867,7.64,5.26,5.89,5.5667,1.06,0.64,597.673,75.861,2435,4449,11992,1335.135,1748,6572,18414,1542.785,10737.478,55.044,82.4722,0.6522613,17.82,4269.861,667.7633254,459.4981368
1996,38544,15.3,8.4,41.6,17.2,0.54,70.833,104.271,104.373,125862,199921,5.3633,7.05,7.71,4.93,5.91,5.5333,6.27,2.17,637.01,76.272,2458,4511,12141,1355.353,1763,6599,18550,1567.56,10817.896,55.647,81.6054,0.647406085,18.99,4329.84,673.758203,466.4747171
1996.25,39106,15.4,8.4,41.3,17.6,0.379,71.563,104.609,103.836,126602,200459,5.2433,7.61,8.2967,5.02,6.72,5.5,-2.76,3.51,658.967,76.562,2512,4604,12273,1418.388,1814,6664,18604,1642.882,10998.322,56.155,82.2412,0.639627754,20.03,4407.085,678.9212154,486.5080091
1996.5,39340,15.3,8.3,41.3,18.1,0.282,71.839,104.802,103.875,127536,201061,5.3067,7.59,8.2933,5.0967,6.78,5.2667,-0.02,1.52,660.543,76.778,2515,4614,12396,1474.35,1821,6690,18644,1717.51,11096.976,56.593,82.4418,0.637018202,19.91,4455.172,682.9289242,499.6145303
1996.75,39629,15.3,8.3,41.2,17.9,0.507,71.929,104.988,103.85,127860,201636,5.28,7.23,7.9167,4.9767,6.34,5.3333,1.87,1.25,726.793,77.168,2545,4680,12527,1480.128,1850,6723,18689,1715.245,11212.205,56.918,82.293,0.630332845,21.78,4489.965,687.2055465,504.3493659
1997,39825,15.2,8.4,41.3,18.1,0.619,71.881,105.089,104.53,128891,202513,5.2767,7.4267,8.07,5.06,6.56,5.2333,-1.92,-0.53,785.59,77.647,2597,4715,12685,1522.404,1895,6745,18805,1749.879,11284.587,57.564,82.7505,0.626036515,23.39,4576.814,692.7800366,518.4877167
1997.25,40311,14.9,8.1,41.2,18.6,0.27,72.822,104.991,103.677,129412,203000,5.5233,7.5733,8.1867,5.0467,6.7,5,2.68,3.39,824.437,77.857,2556,4689,12833,1590.218,1884,6729,18893,1856.956,11472.137,58.093,82.6805,0.62154975,24.31,4670.885,696.6755918,533.687993
1997.5,40689,14.9,8.3,41.2,18.7,0.356,73.439,105.082,103.57,130019,203570,5.5333,7.17,7.7567,5.0467,6.24,4.8667,4.79,3.75,929.85,78.135,2644,4745,13018,1625.251,1961,6814,19055,1882.955,11615.636,58.68,83.1349,0.618028713,27.82,4775.723,705.7556259,548.8742136
1997.75,40877,14.9,8.4,41.4,18.7,0.332,73.745,104.925,104.737,130679,204098,5.5067,6.8767,7.4367,5.09,5.91,4.6667,-0.93,1.18,950.817,78.395,2688,4769,13195,1644.529,2005,6840,19204,1911.048,11715.393,59.746,83.6215,0.613608287,28.78,4869.213,712.7549777,558.2444514
1998,41176,14.7,8.3,41.6,19.3,0.163,74.151,105.04,105.891,130814,204547,5.52,6.6667,7.2533,5.0533,5.59,4.6333,1.66,1.68,1021.31,78.523,2683,4752,13373,1712.324,2016,6872,19376,1994.375,11832.486,60.749,83.0191,0.6095256,30.78,5023.277,720.1587755,577.4054336
1998.25,41461,14.7,8.6,41.9,18.8,0.209,74.617,104.856,106.52,131244,205085,5.5,6.6367,7.2533,4.9767,5.6,4.4,4.98,1.51,1109.67,78.687,2790,4787,13578,1695.773,2112,6936,19573,1982.058,11942.032,61.512,81.6833,0.605210671,33.28,5197.165,729.3317683,583.1924394
1998.5,41873,14.6,8.6,41.9,19,0.373,75.667,104.532,106.463,131986,205699,5.5333,6.49,7.1267,4.8233,5.2,4.5333,4.37,3.8,1083.947,78.981,2839,4826,13765,1741.623,2165,6965,19745,2033.015,12091.614,62.521,80.7756,0.600489449,31.93,5308.389,737.1349449,599.6098495
1998.75,42432,14.5,8.8,41.6,19.2,0.312,76.296,105.283,106.208,132602,206270,4.86,6.3333,7.25,4.2533,4.67,4.4333,-1.39,0.47,1122.317,79.228,2975,4885,13871,1796.964,2286,7039,19795,2095.76,12287,62.874,80.9665,0.59677809,32.62,5440.42,742.7795416,623.4911625
1999,42663,14.7,8.7,41.5,19.6,0.499,77.126,104.933,106.609,132947,207036,4.7333,6.42,7.4033,4.4067,4.98,4.3,5.5,4.36,1259.003,79.624,2948,4980,14015,1853.063,2286,7151,19907,2153.308,12403.293,63.989,80.7399,0.593071919,36.85,5618.534,750.8630457,636.7646945
1999.25,42897,14.8,8.9,41.6,19.3,0.335,77.365,104.854,106.378,133378,207632,4.7467,6.9333,7.74,4.4533,5.54,4.2667,-0.92,-1.4,1329.793,79.891,3065,5086,14173,1848.341,2388,7199,20041,2154.652,12498.694,64.241,80.5049,0.588140194,39.05,5734.805,757.9616393,644.7140896
1999.5,43299,14.8,9,41.7,19.5,0.361,78.042,104.936,106.051,133707,208265,5.0933,7.3267,8.1,4.65,5.88,4.2333,0.74,1.11,1342.217,80.18,3114,5148,14362,1893.735,2438,7209,20197,2213.773,12662.385,64.817,80.0952,0.582685154,39.43,5925.82,765.0101767,661.0336945
1999.75,43919,14.9,8.8,41.6,19.6,0.457,79.302,104.886,106.083,134523,208832,5.3067,7.4867,8.24,5.0433,6.14,4.0667,6.12,4.34,1373.23,80.547,3123,5284,14614,1953.097,2460,7334,20403,2273.095,12877.593,66.119,80.7395,0.578316337,40.97,6040.719,776.5654459,676.2650291
2000,43935,14.9,9.2,42.2,19.4,0.762,78.916,104.733,109.676,136701,211772,5.6767,7.7133,8.33,5.52,6.48,4.0333,-0.35,1.1,1418.89,81.163,3274,5305,14932,1950.65,2590,7252,20668,2257.109,12924.179,68.456,80.6264,0.573812979,44.35,6216.114,783.6382222,684.5344139
2000.25,44654,14.9,8.8,41.8,20.2,0.565,80.486,104.596,107.238,136940,212466,6.2733,7.7667,8.5933,5.7133,6.18,3.9333,3.74,3.43,1447.267,81.623,3198,5444,15143,2075.786,2536,7377,20869,2390.733,13160.842,68.622,80.5989,0.571728898,43.66,6399.771,794.7819012,708.5070864
2000.5,44586,15,8.8,42.3,19.8,0.646,80.448,104.473,108.716,136893,213163,6.52,7.6067,8.32,6.0167,5.89,4,0.55,-1.65,1475.503,82.152,3224,5508,15370,2059.969,2572,7406,21009,2367.274,13178.419,69.957,79.5705,0.567680838,45.05,6489.989,801.7117276,706.3289439
2000.75,44721,15.1,8.7,42.5,19.7,0.535,81.257,104.107,107.794,137614,213736,6.4733,7.4033,8.2133,6.0167,5.57,3.9,4.36,1.14,1366.37,82.593,3230,5564,15585,2067.227,2583,7457,21132,2371.809,13260.506,70.344,78.201,0.564051207,41.31,6590.989,808.7947789,708.7678014
2001,44492,15,8.8,43,18.7,0.626,80.929,103.641,110.236,137783,214305,5.5933,7.0767,7.88,4.8167,5.05,4.2333,0.7,-1.83,1275.743,83.112,3261,5533,15792,1971.333,2620,7396,21186,2264.202,13222.69,71.947,76.185,0.558596085,38.39,6649.654,810.4799226,689.374553
2001.25,44623,14.9,8.6,42.9,18.5,0.704,82.302,103.217,108.138,136873,214950,4.3267,7.2233,8.0367,3.66,5.27,4.4,3.77,1.64,1232.973,83.699,3228,5584,15891,1973.033,2611,7413,21182,2267.433,13299.984,72.225,74.4879,0.554748146,37.36,6768.039,812.7793814,688.2926792
2001.5,44366,15,8.7,43.1,18.2,0.327,82.732,102.875,107.65,136846,215665,3.4967,7.1067,7.95,3.17,4.98,4.8333,0.96,-1.84,1142.53,83.973,3235,5572,15930,1944.909,2634,7428,21156,2218.37,13244.784,72.325,72.8618,0.553690037,35.15,6825.595,814.5830462,682.8007989
2001.75,44376,14.8,9.3,43.4,17.2,0.302,83.782,102.622,107.009,136047,216315,2.1333,6.9233,7.9233,1.9067,4.77,5.5,4.39,1.05,1117.067,84.227,3478,5525,16056,1850.091,2847,7472,21175,2108.5,13280.859,72.99,71.7785,0.552515696,34.03,6884.773,818.4226058,677.8104687
2002,44687,14.6,9,43.3,17.6,0.32,85.677,102.662,105.346,136177,216823,1.7333,6.6233,7.9567,1.72,5.08,5.7,5.59,6.72,1131.557,84.497,3402,5526,16199,1912.659,2809,7487,21251,2170.707,13397.002,73.324,72.1479,0.549245115,35.07,6930.792,822.7941886,689.6856235
2002.25,44834,14.7,9,43.5,17.6,0.372,85.724,103.107,105.64,136415,217407,1.75,6.7133,8.0233,1.7133,5.1,5.8333,-1.63,-0.14,1068.4,84.812,3399,5597,16396,1933.282,2821,7475,21340,2206.375,13478.152,73.957,73.013,0.542037707,33.68,6966.4,826.8810856,697.3484904
2002.5,44938,14.6,9.1,43.6,17.5,0.445,86.382,102.884,105.033,137302,218107,1.74,6.35,7.6267,1.6433,4.26,5.7333,1.79,1,894.65,85.19,3475,5608,16554,1933.197,2898,7469,21381,2203.109,13538.072,74.333,73.4907,0.537424529,28.3,6990.309,829.9702257,704.6149271
2002.75,44857,14.8,8.9,44,17.4,0.54,86.249,102.837,105.092,136426,218741,1.4433,6.28,7.6,1.3333,4.01,5.8667,-0.79,0.12,887.913,85.651,3412,5681,16746,1942.531,2865,7540,21472,2201.749,13559.032,74.529,73.4052,0.53482937,28.08,7042.7,836.632505,702.0133454
2003,44996,15,8.7,44,17.5,0.615,87.129,102.382,104.274,137434,220317,1.25,6.0033,7.12,1.1567,3.92,5.8667,0.82,2,859.833,86.179,3365,5811,16914,1960.221,2861,7585,21517,2218.685,13634.253,74.985,73.7928,0.528390123,27.46,7060.031,840.9833077,704.8374992
2003.25,45312,14.7,8.9,44,17.3,0.32,88.291,102.41,104.543,137790,221014,1.2467,5.31,6.4733,1.04,3.62,6.1333,5.37,4.38,937.997,86.455,3472,5754,17105,1972.386,2985,7629,21588,2233.997,13751.543,76.288,73.4162,0.525137366,30.22,7083.737,846.1627002,718.766624
2003.5,45957,14.8,9,43.7,17.6,0.553,90.213,102.272,103.484,137609,221779,1.0167,5.6967,6.8067,0.93,4.23,6.1333,4.48,4.76,1000.503,86.934,3580,5927,17309,2044.304,3109,7750,21694,2315.399,13985.073,77.436,73.9238,0.518886939,32.81,7118.087,854.7828989,746.6801888
2003.75,46384,14.7,8.9,43.6,18,0.473,91.101,102.433,103.751,138411,222509,0.9967,5.6567,6.6633,0.9167,4.29,5.8333,-1.85,2.25,1056.423,87.346,3590,5972,17494,2131.311,3146,7776,21763,2393.402,14145.645,78.511,74.8054,0.51608027,35.07,7124.264,859.5851984,768.0129487
2004,46560,14.8,8.9,43.7,18,0.869,91.078,102.651,102.843,138453,222550,1.0033,5.4567,6.2733,0.9167,4.02,5.7,-0.02,1.78,1133.287,88.108,3642,6088,17741,2154.052,3195,7821,21886,2398.151,14221.147,78.36,75.374,0.514144071,37.85,7262.606,866.1362933,773.0498751
2004.25,46799,14.8,8.8,43.6,18.5,0.867,91.933,102.158,103.192,139174,223196,1.01,5.9267,6.6633,1.0767,4.6,5.6,3.57,2.54,1122.967,88.875,3640,6156,17974,2262.607,3196,7835,22008,2493.945,14329.523,79.874,76.0588,0.513537709,37.64,7334.726,872.0235542,794.1166015
2004.5,47107,14.8,8.8,43.7,18.7,0.614,92.264,102.259,103.915,139487,223941,1.4333,5.6433,6.45,1.4867,4.3,5.4333,2.87,3.04,1104.15,89.422,3696,6220,18232,2318.272,3271,7872,22161,2532.635,14464.984,81.294,76.7912,0.511684804,37.05,7442.77,879.7495493,809.2317565
2004.75,47396,14.9,8.8,43.7,19,0.699,92.563,102.25,103.144,140125,224640,1.95,5.4867,6.1867,2.0067,4.17,5.4333,2.34,-0.09,1161.787,90.049,3761,6379,18486,2390.082,3324,7932,22316,2585.477,14609.876,81.654,77.6668,0.510385802,39.56,7565.814,888.2545172,825.6834949
2005,47800,14.8,8.7,43.4,19.3,0.922,93.578,101.981,101.866,140654,225236,2.47,5.32,5.9667,2.5367,4.3,5.3,1.2,1.96,1191.98,90.883,3763,6414,18718,2486.068,3333,7990,22377,2658.163,14771.602,82.233,78.6049,0.510095835,40.86,7688.013,893.5831832,843.7170588
2005.25,47947,14.8,8.8,43.7,19,0.724,93.485,102.215,101.748,141714,225911,2.9433,5.1467,5.9733,2.8633,4.16,5.1,0.28,0.02,1181.653,91.543,3850,6494,18993,2476.474,3414,8036,22541,2622.793,14839.782,82.706,78.6312,0.50965804,40.79,7850.128,901.689795,842.7467102
2005.5,48228,15,8.7,43.6,19.1,0.931,94.18,102.072,101.203,142401,226693,3.46,5.0933,5.98,3.36,4.21,4.9667,0.95,2.69,1224.143,92.399,3887,6702,19273,2531.076,3472,8045,22704,2657.458,14972.054,83.735,78.0147,0.505329705,42.92,7985.963,909.1232721,854.5254204
2005.75,48381,15.1,8.3,43.8,19.7,0.756,94.221,102.289,101.016,142752,227425,3.98,5.38,6.3367,3.8267,4.49,4.9667,-1.86,1.43,1230.467,93.1,3752,6799,19558,2645.263,3360,8137,22777,2743.846,15066.597,84.271,78.787,0.504317907,43.39,8172.087,916.2873835,866.1044395
2006,48856,14.9,8.4,43.5,19.8,0.783,94.779,102.354,101.884,143741,227975,4.4567,5.39,6.3067,4.3933,4.57,4.7333,2.98,3.96,1283.04,93.832,3876,6861,19795,2709.74,3486,8203,22864,2784.583,15267.026,85.973,79.1392,0.503653021,45.81,8353.066,922.8267785,885.524843
2006.25,48891,15,8.3,43.7,19.5,0.801,94.694,102.314,101.144,144353,228671,4.9067,5.8933,6.7367,4.7033,5.07,4.6333,-3.37,-1.56,1281.783,94.587,3851,6960,20054,2709.252,3479,8201,22973,2766.628,15302.705,86.001,78.9373,0.500174784,46.03,8577.438,928.1318285,881.674544
2006.5,48809,15.2,8.3,43.9,19.3,0.695,94.291,102.61,101.174,144815,229420,5.2467,5.68,6.5933,4.9067,4.9,4.6333,-2.7,-2.03,1288.377,95.247,3879,7062,20254,2709.42,3520,8227,23019,2755.954,15326.368,86.137,78.7347,0.497078474,46.05,8721.59,932.6852822,881.916922
2006.75,49065,14.9,8.3,44,18.8,0.349,94.987,102.571,102.143,145970,230108,5.2467,5.3867,6.28,4.9033,4.63,4.4333,1.56,1.17,1389.48,95.58,3899,6977,20488,2675.406,3561,8320,23129,2702.487,15456.928,87.658,78.5443,0.499172667,50,8988.933,941.1124265,873.3917163
2007,48987,15,8.2,44.2,18.5,1.117,95.072,102.334,103.601,146320,231034,5.2567,5.3633,6.2967,4.9833,4.68,4.5,-1.63,-1.88,1425.303,96.654,3922,7083,20762,2664.295,3601,8330,23189,2683.893,15493.328,89.802,78.7415,0.494374548,51.86,9213.369,945.31572,871.3587246
2007.25,49251,15,8.2,44,18.5,0.557,95.652,102.446,102.317,146063,231713,5.25,5.5767,6.4933,4.7367,4.85,4.5,-1.95,-0.06,1496.323,97.194,3935,7190,20887,2699.217,3630,8293,23174,2713.495,15582.085,89.764,79.2527,0.488827855,54.68,9530.615,945.9296186,881.9227706
2007.5,49455,15,8.2,44.1,18.2,0.346,96.8,102.24,101.328,146244,232461,5.0733,5.7533,6.63,4.3033,4.73,4.6667,0.76,-1.2,1490.817,97.531,3946,7244,21101,2685.969,3665,8298,23237,2686.106,15666.738,90.103,78.9155,0.484173699,54.48,9829.255,950.4179117,882.2008013
2007.75,49506,15.2,8.1,44.2,17.8,0.435,97.213,102.008,101.707,146273,233156,4.4967,5.53,6.51,3.39,4.26,4.8,1.58,-0.4,1494.09,97.956,3948,7372,21298,2642.56,3683,8270,23255,2653.056,15761.967,91.105,78.7888,0.477584852,55.05,10114.825,952.5541292,874.7875441
2008,49060,15.4,7.9,44.8,17.2,0.57,96.269,101.933,103.329,146086,232995,3.1767,5.4567,6.75,2.0433,3.66,5,-4.54,-4.43,1350.19,98.516,3801,7423,21509,2563.701,3556,8188,23313,2583.253,15671.383,91.995,78.1635,0.47276148,49.87,10310.797,953.9617285,847.4212863
2008.25,49196,15.7,7.7,44.8,16.8,0.485,97.23,101.875,101.949,145737,233627,2.0867,5.6,6.99,1.6267,3.89,5.3333,1.13,0.55,1371.647,98.995,3741,7581,21730,2540.595,3523,8183,23337,2536.403,15752.308,92.09,76.6424,0.466257129,51.19,10524.914,956.6280122,839.6354719
2008.5,48841,15.8,7.4,45,16.4,0.683,97.491,101.584,101.809,145076,234360,1.94,5.6533,7.2067,1.4933,3.86,6,1.64,-1.48,1251.917,99.673,3594,7649,21820,2498.242,3396,8044,23269,2485.549,15667.032,92.905,74.0531,0.461688377,47.26,10655.172,952.656911,818.5529552
2008.75,47697,14.9,7,45.9,15.4,0.142,96.859,101.006,103.528,143369,235035,0.5067,5.8167,8.84,0.2967,3.25,6.8667,0.22,-6.56,909.8,99.815,3298,7091,21799,2307.915,3139,7948,23244,2246.441,15328.027,93.885,69.9152,0.473956692,34.04,10679.853,951.2764142,747.2426988
2009,46941,14.8,7,46.1,13.7,0.247,97.588,100.335,99.852,140707,235086,0.1833,5.2733,8.2133,0.2133,2.74,8.2667,4.64,-2.73,809.313,100.062,3280,6908,21670,2014.878,3138,7929,23115,1986.845,15155.94,91.432,65.4911,0.473363761,30.63,10601.306,948.6540992,685.4220334
2009.25,46781,14.9,7,46.2,12.7,-0.167,99.481,99.887,100.792,140009,235655,0.18,5.5133,7.9833,0.1733,3.31,9.3,8.23,3.48,892.227,99.895,3241,6973,21592,1863.65,3109,7866,22999,1872.287,15134.117,93.709,63.9697,0.465455924,34.44,10523.601,945.1251222,656.341705
2009.5,46826,15.3,7.3,46.2,12.4,-0.022,100.902,99.617,100.047,138818,236322,0.1567,5.2667,6.66,0.1567,3.52,9.6333,0.65,4.65,996.7,99.873,3365,7131,21676,1841.416,3252,7873,22989,1868.013,15189.222,94.281,65.5115,0.456140441,38.82,10371.584,947.189559,668.1331536
2009.75,47170,15.3,7.1,46,13.2,0.296,102.112,100.158,99.328,138013,236924,0.12,5.2,6.3267,0.0567,3.46,9.9333,1.76,5.56,1088.703,100.169,3290,7211,21798,1998.71,3168,7880,22944,2040.736,15356.058,94.825,66.95,0.451873854,42.61,10164.94,948.2108106,700.5968726
2010,47280,15.4,7.1,45.9,13.6,0.352,102.655,100.418,97.741,138751,237159,0.1333,5.2933,6.2867,0.1067,3.72,9.8333,-3.86,0.25,1121.597,100.522,3306,7268,21930,2038.161,3201,7906,22984,2087.171,15415.145,94.199,68.4034,0.447727534,44.59,10133.089,952.1113007,714.7678318
2010.25,47649,15.2,7.2,45.8,14.1,0.443,103.019,100.993,98.13,139141,237690,0.1933,5.0433,6.1767,0.1467,3.49,9.6333,-2.16,2.73,1135.247,100.968,3373,7262,22104,2148.795,3295,7934,23062,2196.706,15557.277,95.252,70.49,0.445432229,45.58,10043.514,957.1590119,748.0788931
2010.5,47875,15.2,7.1,45.6,14.4,0.456,103.522,101.459,97.713,139396,238322,0.1867,4.58,5.7767,0.1567,2.79,9.4667,1.85,3.5,1096.387,101.429,3394,7297,22269,2236.495,3341,7948,23171,2294.672,15671.967,95.652,71.5947,0.44328509,44.22,10094.461,962.8933109,772.1615544
2010.75,48079,15.5,7.2,45.5,14.2,0.511,103.957,101.551,97.293,139301,238889,0.1867,4.8567,5.9133,0.1367,2.86,9.5,-1.67,0.47,1204,101.949,3471,7468,22373,2238.44,3427,7991,23196,2287.362,15750.625,96.123,72.1432,0.44066716,49.27,10019.917,966.9160922,777.7816081
2011,47813,15.9,7.3,45.9,13.9,0.44,103.087,101.259,99.637,139639,239000,0.1567,5.13,6.09,0.1267,3.46,9.0333,-1.28,-1.57,1302.743,102.399,3495,7650,22543,2205.962,3451,8004,23247,2244.241,15712.754,97.834,72.929,0.437196496,53.65,10061.325,970.5294646,770.9455277
2011.25,48080,16,7.2,45.7,14.3,0.726,103.425,101.575,98.082,139384,239489,0.0933,5.0367,5.85,0.0467,3.21,9.0667,-1.23,0.68,1319.037,103.145,3473,7799,22766,2297.352,3421,7974,23326,2336.057,15825.096,97.261,73.0112,0.434286199,54.56,10130.557,973.7174047,787.9704461
2011.5,48085,16,7.2,45.8,14.3,0.602,103.242,101.647,98.271,140183,240071,0.0833,4.4633,5.4633,0.0233,2.43,9,0.15,-0.89,1228.127,103.768,3492,7801,22976,2322.84,3445,7931,23412,2343.786,15820.7,97.919,73.7557,0.43214859,50.69,10227.936,976.9822204,795.2119552
2011.75,48531,15.8,7.3,45.5,15.2,0.143,103.951,101.819,96.011,140902,240584,0.0733,3.9267,5.2533,0.0133,2.05,8.6333,2.5,3.67,1225.653,103.917,3554,7824,23004,2504.095,3520,7913,23346,2524.429,16004.107,96.624,74.2597,0.430208357,50.67,10337.258,976.3254754,842.6654601
2012,48772,15.9,7.4,45.3,15.4,0.527,104.107,102.018,97.669,142036,242604,0.1033,3.8967,5.2,0.0667,2.04,8.2667,2.93,3.57,1347.437,104.466,3630,7944,23264,2567.75,3600,7958,23442,2577.157,16129.418,98.904,74.9369,0.427810978,56.25,10404.084,982.3144717,861.5401803
2012.25,48918,15.7,7.3,45.2,15.7,0.456,104.702,101.755,97.112,142391,243155,0.1533,3.8,5.0933,0.0867,1.82,8.2,-0.02,-1.08,1350.393,104.943,3610,7906,23400,2636.863,3601,7936,23457,2636.495,16198.807,99.436,74.7592,0.426978044,56.28,10482.488,983.7246745,875.3178015
2012.5,48881,15.7,7.4,45.2,15.6,0.537,104.503,101.737,96.87,143044,243772,0.1433,3.4567,4.8733,0.1033,1.64,8.0333,-0.65,-0.59,1402.217,105.508,3628,7914,23462,2644.119,3641,7924,23417,2648.459,16220.667,99.499,74.2723,0.425851395,58.52,10629.612,984.0505457,877.8096482
2012.75,48796,15.8,7.4,45.3,15.5,0.404,104.059,101.776,99.655,143330,244350,0.16,3.54,4.5733,0.0867,1.71,7.8,-0.91,-0.02,1418.207,105.935,3691,7963,23635,2638.282,3716,7909,23446,2624.905,16239.138,102.147,74.2282,0.423047417,59.66,10791.169,986.4072036,881.4623609
2013,49064,15.7,7.5,45.1,15.9,0.39,104.304,101.832,96.87,143316,244995,0.1433,3.8767,4.81,0.0867,1.95,7.7333,-0.8,0,1514.513,106.349,3765,8053,23726,2738.236,3806,8002,23394,2722.778,16382.964,100.681,74.5326,0.420709273,64.63,10854.536,989.1802903,911.4807735
2013.25,49080,15.5,7.5,45.2,16.1,0.208,104.147,101.646,98.134,143999,245552,0.1167,3.9633,4.8367,0.05,2,7.5333,0.28,0.1,1609.77,106.57,3748,7949,23843,2775.276,3817,7981,23374,2753.237,16403.18,101.436,74.3521,0.42004325,68.97,11007.499,989.4570872,919.214936
2013.5,49361,15.5,7.4,45,16.4,0.481,104.57,101.658,97.441,144418,246168,0.0833,4.5067,5.4033,0.0333,2.71,7.2333,1.77,0.75,1675.313,107.084,3752,8020,23986,2879.995,3842,8017,23388,2859.751,16531.685,101.171,74.2357,0.418037591,72.64,11175.7,992.9633341,943.9492678
2013.75,49742,15.4,7.4,45,16.5,0.514,105.634,101.622,96.427,144778,246745,0.0867,4.5933,5.3567,0.0633,2.75,6.9333,3.08,2.39,1770.45,107.636,3762,8076,24303,2910.546,3875,8072,23533,2870.127,16663.649,101.886,74.5034,0.416580998,77.27,11283.577,1001.256305,950.6208007
2014,49544,15.5,7.4,45.4,16.3,0.414,104.782,101.616,98.576,145673,247258,0.0733,4.44,5.1167,0.0467,2.76,6.6667,-2.51,-3.46,1834.307,108.083,3781,8129,24480,2901.633,3926,8078,23553,2841.133,16621.696,104.174,74.3432,0.415092288,80.96,11407.273,1003.822317,947.9040768
2014.25,50019,15.4,7.5,45.2,16.7,0.562,105.435,101.893,96.888,146267,247814,0.0933,4.2167,4.82,0.0333,2.62,6.2333,2.36,4.91,1900.373,108.692,3891,8227,24781,3028.788,4062,8137,23687,2952.841,16830.111,103.392,75.1757,0.412854062,83.51,11547.475,1011.62545,985.0646253
