2008,1080.1,1402.4,1489.8,1765.7,5,463.79,0.51082,0.57,456.71,83.075
2008.2,1080.4,1400.2,1490.6,1765.2,5.3333,462.45,0.40668,0.485,457.71,83.358
2008.5,1079.6,1396.6,1490.4,1764.3,6,462.31,0.37333,0.683,457.98,83.767
2008.8,1077.3,1388.2,1488,1762.4,6.8667,463.98,0.074175,0.142,457.33,83.823
2009,1075.7,1378.7,1486.6,1759.3,8.2667,460.37,0.053325,0.247,458.08,84.983
2009.2,1075.3,1373.4,1486.6,1758.2,9.3,461.31,0.043325,-0.167,460,87.04
2009.5,1075.4,1373.5,1487.3,1756.8,9.6333,460.56,0.039175,-0.022,461.41,87.203
2009.8,1076.2,1377.2,1487.7,1756.4,9.9333,459.84,0.014175,0.296,462.61,87.642
2010,1076.4,1379.4,1488,1757.1,9.8333,458.23,0.026675,0.352,463.14,86.677
2010.2,1077.2,1383,1488.2,1757.8,9.6333,458.63,0.036675,0.443,463.49,86.138
2010.5,1077.6,1384.4,1488.4,1758.1,9.4667,458.2,0.039175,0.456,463.98,86.6
2010.8,1078.1,1384.4,1489.1,1758.1,9.5,457.77,0.034175,0.511,464.4,86.182
2011,1077.5,1382.9,1489.9,1757.7,9.0333,460.15,0.031675,0.44,463.56,85.862
2011.2,1078.1,1384.9,1490.3,1757.7,9.0667,458.58,0.011675,0.726,463.88,85.555
2011.5,1078.1,1384.9,1490.5,1758.4,9,458.77,0.005825,0.602,463.71,85.592
2011.8,1079,1390.3,1490.6,1758.8,8.6333,456.45,0.003325,0.143,464.39,86.217
2012,1079.5,1392.2,1490.9,1759.5,8.2667,458.16,0.016675,0.527,464.54,86.95
2012.2,1079.8,1393.3,1490.7,1759.4,8.2,457.59,0.021675,0.456,465.11,86.945
2012.5,1079.7,1393.3,1490.6,1759.6,8.0333,457.34,0.025825,0.537,464.92,86.782
2012.8,1079.5,1392.7,1490.8,1759.6,7.8,460.17,0.021675,0.404,464.5,86.555
2013,1080.1,1395.4,1490.8,1759.3,7.7333,457.34,0.021675,0.39,464.73,86.355
2013.2,1080.1,1396.2,1490.7,1759.5,7.5333,458.63,0.0125,0.208,464.58,86.425
2013.5,1080.7,1397.7,1491,1759.6,7.2333,457.92,0.008325,0.481,464.99,86.867
2013.8,1081.5,1398.8,1491.6,1759.8,6.9333,456.88,0.015825,0.514,466,87.638
2014,1081.1,1397.6,1492,1760.2,6.6667,459.08,0.011675,0.414,465.19,87.01
2014.2,1082,1400.7,1492.4,1760.6,6.2333,457.36,0.008325,0.562,465.81,87.6
2014.5,1083.1,1402.5,1493.2,1760.9,6.1,456.54,0.006675,0.454,466.84,88.353
2014.8,1083.4,1402.8,1494,1761.5,5.7,458.24,0.005825,0.145,466.32,88.31
2015,1084,1405.1,1494.1,1761.6,5.5667,458.4,0.006675,-0.017,467.06,89.02
2015.2,1084.5,1405.2,1494.4,1761.5,5.4,458.48,0.005,0.538,467.39,89.645
2015.5,1084.7,1405.4,1495.1,1761.3,5.1,458.15,0.01,0.336,467.68,89.52
2015.8,1084.6,1404.1,1495.2,1762.1,5,459.86,0.030825,0.206,467,88.892
2016,1084.6,1402.4,1495.7,1762.3,4.9333,458.98,0.071675,0.062,466.73,88.873
2016.2,1085,1402.4,1496.4,1762,4.8667,459.39,0.064175,0.601,466.97,88.582
2016.5,1085.5,1402.9,1497.1,1762.4,4.9333,459.07,0.074175,0.34,467.57,89.58
2016.8,1085.7,1404,1497.6,1762.2,4.7333,457.03,0.1075,0.502,467.86,89.662
2017,1085.9,1403.7,1498,1762.5,4.6667,457.97,0.1475,0.494,467.92,89.932
2017.2,1086.5,1404.7,1498.5,1762.8,4.3333,457.53,0.2225,0.251,468.34,90.08
2017.5,1087.1,1406.1,1498.6,1763.2,4.3,457.26,0.25917,0.516,469,90.81
2017.8,1087.6,1407,1499.3,1763.1,4.1,457.18,0.30168,0.58,469.08,90.325
